BRAND,CATEGORY,COLOR,CUSTOMER_ID,ORDER_COUNTRY,ORDER_DATE,ORDER_ID,ORDER_STATUS,PAYMENT_METHOD,PRODUCT_NAME,QUANTITY,SHIPPING_METHOD,SIZE,SUB-CATEGORY,UNIT_PRICE
Ray-Ban,Unisex Accessories,Gold/Brown,2029,Switzerland,2022-04-24,ORD-776,Shipped,Credit/Debit Card,Classic Aviator Sunglasses,2,Express,One Size,Eyewear,149.99
Mango,Accessories,Silver,1987,United Kingdom,2022-04-25,ORD-1095,Shipped,Credit/Debit Card,Silver Stud Earrings,6,Standard,One Size,Jewelry,65
Levi's,Women's Clothing,Dark Blue,2181,Tunisia,2022-04-25,ORD-347,Processing,Credit/Debit Card,High-Waisted Skinny Jeans,6,Standard,Size 28,Bottoms,79.99
Gap,Men's Clothing,Navy,2038,Spain,2022-04-25,ORD-900,Cancelled,PayPal,Classic Cotton T-Shirt,2,Standard,Size L,Tops,24.99
Mango,Accessories,Silver,2045,Portugal,2022-04-26,ORD-1375,Shipped,Credit/Debit Card,Silver Stud Earrings,2,Standard,One Size,Jewelry,65
Mango,Women's Clothing,Yellow,2379,Italy,2022-04-27,ORD-469,Delivered,Credit/Debit Card,Yellow Sundress,1,Standard,Size M,Dresses,129.99
Tumi,Men's Accessories,Black,2231,France,2022-04-27,ORD-657,Delivered,Credit/Debit Card,Black Leather Backpack,8,Standard,One Size,Backpacks,399.99
Zara Kids,Kids Clothing,Pink,2064,India,2022-04-28,ORD-857,Processing,Credit/Debit Card,Pink Ruffled Skirt,8,Standard,Size 6,Skirts,29.99
Levi's,Women's Clothing,Dark Blue,2398,Portugal,2022-04-28,ORD-907,Cancelled,PayPal,High-Waisted Skinny Jeans,2,Standard,Size 28,Bottoms,79.99
J.Crew,Men's Clothing,Grey,2104,Hong Kong,2022-04-28,ORD-1337,Delivered,Credit/Debit Card,V-Neck Cashmere Sweater,2,Standard,Size XL,Sweaters,119.99
Zara,Men's Clothing,Grey,1994,Switzerland,2022-04-29,ORD-1168,Shipped,Credit/Debit Card,Grey Herringbone Blazer,1,Standard,Size 40R,Blazers,599.99
Coach,Men's Clothing,Navy Blue,2060,India,2022-04-29,ORD-1456,Delivered,Credit/Debit Card,Navy Blue Chinos,2,Standard,Size 34x32,Pants,98.99
Adidas Kids,Kids Clothing,Grey,2085,Canada,2022-04-29,ORD-1149,Delivered,Credit/Debit Card,Grey Sweatpants,2,Standard,Size 5,Bottoms,24.99
Brooks Brothers,Men's Clothing,Navy,2113,Mexico,2022-04-30,ORD-640,Delivered,Credit/Debit Card,Navy Blazer,7,Standard,Size 40R,Blazers,399.99
H&M,Men's Clothing,Khaki,2126,Norway,2022-05-01,ORD-240,Shipped,Cash on Delivery,Slim-Fit Khaki Pants,7,Express,Size 32x32,Pants,98
Madewell,Women's Clothing,Blue,2014,Brazil,2022-05-01,ORD-1453,Delivered,Credit/Debit Card,Blue Denim Jacket,1,Standard,Size M,Jackets,99.99
Adidas Kids,Kids Clothing,Pink,2066,Netherlands,2022-05-01,ORD-457,Delivered,Credit/Debit Card,Pink Ruffle Skirt,2,Standard,Size 6,Skirts,29.99
Zara,Men's Clothing,Grey,2314,Canada,2022-05-02,ORD-608,Delivered,Credit/Debit Card,Grey Herringbone Blazer,9,Standard,Size 40R,Blazers,599.99
H&M,Women's Clothing,Cream,1989,Japan,2022-05-02,ORD-1381,Shipped,Credit/Debit Card,Women's Faux Fur Coat,2,Standard,Size M,Outerwear,129.99
Levi's,Men's Clothing,Blue,2232,France,2022-05-02,ORD-262,Shipped,Cash on Delivery,Men's Denim Jacket,2,Express,Size XL,Jackets,119.99
Banana Republic,Men's Clothing,White,2037,Egypt,2022-05-02,ORD-321,Processing,Credit/Debit Card,White Button-up Shirt,5,Standard,Size L,Shirts,69.99
J.Crew,Women's Clothing,Grey,2102,Hong Kong,2022-05-02,ORD-183,Delivered,Credit/Debit Card,Grey Knit Sweater,7,Standard,Size L,Sweaters,89.99
H&M Kids,Kids Clothing,Blue,2033,Saudi Arabia,2022-05-05,ORD-311,Processing,Credit/Debit Card,Blue Denim Skirt,9,Standard,Size 8,Skirts,32.99
AllSaints,Men's Clothing,Black,2094,South Africa,2022-05-06,ORD-509,Delivered,Credit/Debit Card,Black Leather Jacket,1,Standard,Size M,Jackets,499.99
Steve Madden,Women's Shoes,Black,2141,United Kingdom,2022-05-06,ORD-1198,Shipped,Cash on Delivery,Lace-Up Combat Boots,3,Express,Size 8,Boots,129.99
Nike Kids,Kids Clothing,Purple,2074,Portugal,2022-05-07,ORD-1555,Delivered,Credit/Debit Card,Purple Fleece Jacket,2,Standard,Size 8,Jackets,39.99
Tumi,Men's Accessories,Black,2430,Greece,2022-05-09,ORD-517,Delivered,Credit/Debit Card,Black Leather Backpack,7,Standard,One Size,Backpacks,399.99
J.Crew,Men's Clothing,Green,2007,Hong Kong,2022-05-10,ORD-890,Cancelled,PayPal,Green Cargo Pants,6,Standard,Size 32x32,Pants,89.99
Zara,Accessories,Bourbon,2024,India,2022-05-10,ORD-814,Processing,Credit/Debit Card,Leather Passport Case,8,Standard,One Size,Travel Accessories,125
Nike Kids,Kids Clothing,Purple,2004,Portugal,2022-05-11,ORD-155,Delivered,Credit/Debit Card,Purple Fleece Jacket,6,Standard,Size 8,Jackets,39.99
Barbour,Men's Clothing,Navy,2333,Germany,2022-05-11,ORD-546,Shipped,Credit/Debit Card,Men's Quilted Jacket,2,Standard,Size L,Jackets,299.99
Reebok,Men's Shoes,White,2266,Egypt,2022-05-12,ORD-350,Processing,Credit/Debit Card,Classic Leather Sneakers,2,Standard,Size 11,Athletic Shoes,79.99
Zara,Men's Clothing,Green,2039,Saudi Arabia,2022-05-13,ORD-1364,Shipped,Credit/Debit Card,Green Utility Jacket,2,Standard,Size XL,Jackets,129.99
Adidas Kids,Kids Clothing,Green,2440,Switzerland,2022-05-15,ORD-578,Shipped,Credit/Debit Card,Green Hooded Sweatshirt,6,Standard,Size 14,Tops,44.99
Coach,Women's Accessories,Black,2307,Saudi Arabia,2022-05-16,ORD-1045,Shipped,Credit/Debit Card,Leather Crossbody Bag,8,Standard,One Size,Bags,199.99
Zara,Accessories,Bourbon,2137,South Africa,2022-05-18,ORD-1514,Shipped,Cash on Delivery,Leather Passport Case,1,Standard,One Size,Travel Accessories,125
Banana Republic,Men's Clothing,White,2040,Switzerland,2022-05-20,ORD-601,Delivered,Credit/Debit Card,White Button-up Shirt,10,Standard,Size L,Shirts,69.99
H&M Kids,Kids Clothing,Green,2043,Greece,2022-05-20,ORD-1401,Shipped,Credit/Debit Card,Green Cargo Pants,2,Standard,Size 10,Pants,29.99
Canada Goose,Men's Clothing,Dark Green,2144,United States,2022-05-21,ORD-1108,Delivered,Credit/Debit Card,Men's Parka,2,Standard,Size XL,Jackets,999.99
H&M Kids,Kids Clothing,Blue,2412,Hong Kong,2022-05-21,ORD-1011,Delivered,Credit/Debit Card,Blue Denim Skirt,8,Standard,Size 8,Skirts,32.99
Burberry,Women's Clothing,Beige,2278,Switzerland,2022-05-23,ORD-685,Delivered,Credit/Debit Card,Women's Trench Coat,7,Standard,Size XS,Outerwear,1299.99
Zara Kids,Kids Clothing,Grey,2046,Mexico,2022-05-23,ORD-598,Shipped,Credit/Debit Card,Grey Hoodie,5,Standard,Size L,Sweatshirts,39.99
Mango,Women's Clothing,Black,2109,France,2022-05-25,ORD-269,Shipped,Cash on Delivery,Women's Leather Moto Jacket,3,Express,Size S,Jackets,199.99
Coach,Women's Accessories,Black,2244,United Arab Emirates,2022-05-26,ORD-1037,Delivered,Credit/Debit Card,Black Leather Crossbody Bag,3,Standard,One Size,Bags,249.99
Coach,Women's Clothing,White,2145,Canada,2022-05-27,ORD-1089,Shipped,Credit/Debit Card,White Lace Blouse,7,Standard,Size M,Tops,598
Zara Kids,Kids Clothing,Black,2008,Hong Kong,2022-05-27,ORD-1282,Processing,Credit/Debit Card,Black Denim Shorts,3,Standard,Size 8,Bottoms,69.99
Mango,Women's Clothing,Black,2009,United States,2022-05-27,ORD-349,Processing,Credit/Debit Card,Wrap-Front Jumpsuit,6,Standard,Size 6,Jumpsuits,69.99
Zara,Accessories,Bourbon,2372,Greece,2022-05-28,ORD-674,Delivered,Credit/Debit Card,Leather Passport Case,2,Standard,One Size,Travel Accessories,125
H&M,Women's Clothing,Cream,2151,Japan,2022-05-28,ORD-681,Delivered,Credit/Debit Card,Women's Faux Fur Coat,9,Standard,Size M,Outerwear,129.99
Barbour,Men's Clothing,Navy,2074,Norway,2022-05-29,ORD-826,Processing,Credit/Debit Card,Men's Quilted Jacket,10,Standard,Size L,Jackets,299.99
Gap Kids,Kids Clothing,Red,2393,Saudi Arabia,2022-05-30,ORD-842,Processing,Credit/Debit Card,Red Graphic T-shirt,10,Standard,Size 8,Tops,14.99
Nike Kids,Kids Clothing,Blue,2036,United Arab Emirates,2022-05-30,ORD-1136,Delivered,Credit/Debit Card,Blue Graphic T-shirt,2,Standard,Size 5,Tops,24.99
J.Crew,Men's Clothing,Grey,2408,Japan,2022-05-30,ORD-357,Processing,Credit/Debit Card,V-Neck Cashmere Sweater,4,Standard,Size XL,Sweaters,119.99
Zara Kids,Kids Clothing,White,2312,China,2022-05-30,ORD-586,Shipped,Credit/Debit Card,White Eyelet Skirt,3,Standard,Size 10,Skirts,72.99
Gap Kids,Kids Clothing,Red,2242,France,2022-05-30,ORD-422,Cancelled,PayPal,Red Graphic T-shirt,7,Standard,Size 8,Tops,14.99
Nike Kids,Kids Clothing,Purple,2340,Morocco,2022-05-31,ORD-845,Processing,Credit/Debit Card,Purple Leggings,3,Standard,Size 7,Bottoms,16.99
AllSaints,Men's Clothing,Black,2181,Greece,2022-05-31,ORD-1020,Delivered,Credit/Debit Card,Black Leather Jacket,9,Standard,Size M,Jackets,499.99
Nike Kids,Kids Clothing,Gray,2081,United Arab Emirates,2022-06-01,ORD-1274,Processing,Credit/Debit Card,Gray Joggers,2,Standard,Size 12,Pants,34.99
Marmot,Women's Clothing,Navy Blue,2110,Portugal,2022-06-01,ORD-1537,Delivered,Cash on Delivery,Women's Down Jacket,2,Standard,Size M,Outerwear,299.99
Zara,Women's Clothing,Blue,2124,Germany,2022-06-01,ORD-1179,Shipped,Cash on Delivery,Blue Floral Dress,3,Standard,Size S,Dresses,79.99
Rebecca Taylor,Women's Clothing,White,2042,Saudi Arabia,2022-06-01,ORD-1451,Delivered,Credit/Debit Card,White Eyelet Blouse,2,Standard,Size S,Tops,179.99
Mango,Men's Clothing,Red/Black,2258,Switzerland,2022-06-02,ORD-943,Cancelled,PayPal,Checked Flannel Shirt,2,Standard,Size S,Shirts,89.5
Gap Kids,Kids Clothing,Red,2071,India,2022-06-03,ORD-1262,Processing,Credit/Debit Card,Red Graphic T-shirt,2,Express,Size 8,Tops,14.99
Clarks,Men's Shoes,Taupe,2117,Mexico,2022-06-03,ORD-1468,Shipped,Cash on Delivery,Suede Desert Boots,3,Standard,Size 9,Casual Shoes,99.99
Nike Kids,Kids Clothing,Green Camouflage,2093,Brazil,2022-06-04,ORD-313,Processing,Credit/Debit Card,Green Camo Hoodie,7,Standard,Size M,Sweatshirts,21.99
Patagonia,Men's Clothing,Navy Blue,2161,United Kingdom,2022-06-04,ORD-692,Shipped,Cash on Delivery,Men's Down Jacket,1,Standard,Size L,Jackets,349.99
Mango,Women's Clothing,Black,2115,Hong Kong,2022-06-04,ORD-209,Shipped,Cash on Delivery,Wrap-Front Jumpsuit,4,Express,Size 6,Jumpsuits,69.99
Gap Kids,Kids Clothing,White,2048,Italy,2022-06-04,ORD-843,Processing,Credit/Debit Card,White Lace Dress,1,Standard,Size 5,Dresses,39.99
Zara Kids,Kids Clothing,Red and Black,2135,Norway,2022-06-05,ORD-1144,Delivered,Credit/Debit Card,Red Plaid Button-Up Shirt,2,Standard,Size 4,Tops,86.99
Gap Kids,Kids Clothing,Pink,2077,Tunisia,2022-06-05,ORD-1120,Delivered,Credit/Debit Card,Pink Floral Dress,1,Standard,Size 6,Dresses,24.99
Mango,Women's Clothing,Black,2052,India,2022-06-06,ORD-654,Delivered,Credit/Debit Card,Black Leggings,2,Standard,Size S,Leggings,89.99
Hermès,Accessories,Blue/White,2141,Tunisia,2022-06-06,ORD-1517,Shipped,Cash on Delivery,Silk Scarf,1,Standard,One Size,Scarves,895
Hermès,Accessories,Blue/White,2241,United States,2022-06-08,ORD-117,Delivered,Credit/Debit Card,Silk Scarf,2,Standard,One Size,Scarves,895
Tommy Hilfiger,Men's Clothing,Green,2145,South Africa,2022-06-08,ORD-1466,Shipped,Cash on Delivery,Quilted Bomber Jacket,2,Standard,Size M,Jackets,89.99
Mango,Accessories,Silver,2408,France,2022-06-08,ORD-675,Delivered,Credit/Debit Card,Silver Stud Earrings,6,Standard,One Size,Jewelry,65
Zara,Women's Clothing,Black,2177,Spain,2022-06-09,ORD-1055,Shipped,Credit/Debit Card,A-Line Mini Skirt,4,Standard,Size XS,Skirts,59.99
Zara Kids,Kids Clothing,Red and Black,2323,Italy,2022-06-09,ORD-1004,Delivered,Credit/Debit Card,Red Plaid Button-Up Shirt,6,Standard,Size 4,Tops,86.99
The North Face,Men's Clothing,Grey,2059,Netherlands,2022-06-09,ORD-1110,Delivered,Credit/Debit Card,Men's Fleece Jacket,1,Standard,Size M,Jackets,99.99
Coach,Women's Accessories,Black,2352,India,2022-06-10,ORD-765,Shipped,Cash on Delivery,Leather Crossbody Bag,6,Express,One Size,Bags,199.99
Nike Kids,Kids Clothing,Green Camouflage,2121,Mexico,2022-06-10,ORD-1573,Delivered,Credit/Debit Card,Green Camo Hoodie,1,Standard,Size M,Sweatshirts,21.99
Ralph Lauren Kids,Kids Clothing,Yellow and White,2245,Canada,2022-06-11,ORD-739,Shipped,Cash on Delivery,Yellow Floral Sundress,9,Express,Size 12,Dresses,248.99
Adidas Kids,Kids Clothing,Green,2068,France,2022-06-11,ORD-858,Processing,PayPal,Green Hooded Sweatshirt,10,Standard,Size 14,Tops,44.99
Madewell,Women's Clothing,Black,2004,Hong Kong,2022-06-11,ORD-1508,Shipped,Cash on Delivery,High-Rise Skinny Jeans,2,Standard,Size 28,Jeans,128
Mango,Women's Clothing,Pink,1987,Saudi Arabia,2022-06-11,ORD-1165,Shipped,Credit/Debit Card,Pink Silk Blouse,2,Standard,Size XS,Tops,199.99
Adidas Kids,Kids Clothing,Grey,2185,Brazil,2022-06-12,ORD-449,Cancelled,Credit/Debit Card,Grey Sweatpants,10,Standard,Size 5,Bottoms,24.99
Nike Kids,Kids Clothing,Blue,2068,United States,2022-06-12,ORD-1130,Delivered,Credit/Debit Card,Blue Hoodie,2,Standard,Size 10,Tops,39.99
Coach,Men's Clothing,Navy Blue,2362,India,2022-06-12,ORD-336,Processing,Credit/Debit Card,Navy Blue Chinos,5,Standard,Size 34x32,Pants,98.99
H&M,Men's Clothing,Gray,2204,Spain,2022-06-13,ORD-381,Cancelled,PayPal,Gray Pullover Sweater,8,Standard,Size L,Sweaters,129
H&M Kids,Kids Clothing,Pink and Green,2181,Morocco,2022-06-13,ORD-1001,Delivered,Credit/Debit Card,Pink Floral Dress,5,Standard,Size 6,Dresses,24.99
Brooks Brothers,Men's Clothing,Blue,2261,Greece,2022-06-13,ORD-939,Cancelled,PayPal,Blue Dress Shirt,8,Standard,Size L,Dress Shirts,89.99
Zara Kids,Kids Clothing,Black,2070,Portugal,2022-06-14,ORD-1562,Delivered,Credit/Debit Card,Black Denim Shorts,2,Standard,Size 8,Bottoms,69.99
Banana Republic,Men's Clothing,White,2104,Switzerland,2022-06-15,ORD-1581,Delivered,Credit/Debit Card,White Button-up Shirt,3,Standard,Size L,Shirts,69.99
Zara Kids,Kids Clothing,Pink,2025,Tunisia,2022-06-15,ORD-1417,Delivered,Credit/Debit Card,Pink Ruffled Skirt,2,Standard,Size 6,Skirts,29.99
Topshop,Women's Clothing,Red,2114,Switzerland,2022-06-15,ORD-742,Shipped,Cash on Delivery,Red Wrap Skirt,9,Express,Size M,Skirts,59.99
Forever 21,Women's Clothing,Red,2320,Denmark,2022-06-16,ORD-755,Shipped,Cash on Delivery,Red Plaid Skirt,2,Express,Size S,Skirts,39.99
Nike Kids,Kids Clothing,Purple,2042,Switzerland,2022-06-16,ORD-295,Processing,Credit/Debit Card,Purple Fleece Jacket,5,Standard,Size 8,Jackets,39.99
Mango,Women's Clothing,Black,2015,South Africa,2022-06-16,ORD-1529,Delivered,Cash on Delivery,Women's Leather Moto Jacket,1,Standard,Size S,Jackets,199.99
Hermès,Accessories,Blue/White,2177,Germany,2022-06-17,ORD-537,Delivered,Credit/Debit Card,Silk Scarf,4,Standard,One Size,Scarves,895
Gap Kids,Kids Clothing,Yellow,2128,Brazil,2022-06-17,ORD-1285,Delivered,Credit/Debit Card,Yellow Graphic T-Shirt,2,Standard,Size XS,Tops,14.99
Ralph Lauren,Men's Clothing,White,2135,China,2022-06-18,ORD-643,Delivered,Credit/Debit Card,White Oxford Shirt,8,Standard,Size L,Dress Shirts,99.99
Zara,Men's Clothing,Green,2075,Norway,2022-06-20,ORD-804,Processing,Credit/Debit Card,Green Utility Jacket,8,Standard,Size XL,Jackets,129.99
H&M Kids,Kids Clothing,Blue,2009,France,2022-06-20,ORD-451,Cancelled,Credit/Debit Card,Blue Denim Skirt,9,Standard,Size 8,Skirts,32.99
Rebecca Taylor,Women's Clothing,White,2026,Tunisia,2022-06-20,ORD-1171,Shipped,Credit/Debit Card,White Eyelet Blouse,2,Standard,Size S,Tops,179.99
H&M Kids,Kids Clothing,Green,1986,Tunisia,2022-06-21,ORD-291,Processing,Credit/Debit Card,Green Camo Pants,4,Standard,Size 5,Pants,24.99
Coach,Men's Shoes,Black,2010,France,2022-06-21,ORD-225,Shipped,Cash on Delivery,Black Leather Boots,6,Express,Size 9,Boots,299.99
Nike Kids,Kids Clothing,Blue,2030,India,2022-06-21,ORD-1276,Processing,Credit/Debit Card,Blue Graphic T-shirt,2,Standard,Size 5,Tops,24.99
H&M Kids,Kids Clothing,Green,2000,France,2022-06-21,ORD-1541,Delivered,Credit/Debit Card,Green Cargo Pants,1,Standard,Size 10,Pants,29.99
Coach,Men's Clothing,Black,2405,Germany,2022-06-21,ORD-399,Cancelled,PayPal,Black Leather Jacket,8,Standard,Size M,Jackets,899.99
Ralph Lauren Kids,Kids Clothing,Yellow,2100,Switzerland,2022-06-21,ORD-1553,Delivered,Credit/Debit Card,Yellow Polo Shirt,2,Standard,Size 7,Tops,149.99
Adidas Kids,Kids Clothing,Pink,2106,Mexico,2022-06-21,ORD-450,Cancelled,Credit/Debit Card,Pink Ruffle-Sleeve Top,1,Standard,Size 3T,Tops,18.99
Levi's,Women's Clothing,Black,2433,Portugal,2022-06-22,ORD-327,Processing,Credit/Debit Card,Black Skinny Jeans,9,Standard,Size 28,Jeans,69.99
The North Face,Men's Clothing,Grey,2100,United Kingdom,2022-06-23,ORD-1530,Delivered,Cash on Delivery,Men's Fleece Jacket,2,Standard,Size M,Jackets,99.99
Coach,Men's Shoes,Black,1990,Spain,2022-06-23,ORD-1205,Shipped,Cash on Delivery,Black Leather Boots,3,Express,Size 9,Boots,299.99
GAP Kids,Kids Clothing,Blue and Green,2045,Canada,2022-06-24,ORD-876,Cancelled,PayPal,Blue Plaid Button-Up Shirt,6,Standard,Size 5,Tops,19.99
Hugo Boss,Men's Clothing,Navy Blue,2101,Brazil,2022-06-24,ORD-1304,Delivered,Credit/Debit Card,Navy Blue Suit,3,Standard,Size 42R,Suits,799.99
AllSaints,Men's Clothing,Black,2046,Morocco,2022-06-25,ORD-1349,Shipped,Credit/Debit Card,Black Leather Jacket,1,Standard,Size M,Jackets,499.99
Nike Kids,Kids Clothing,Purple,2125,Greece,2022-06-25,ORD-1135,Delivered,Credit/Debit Card,Purple Fleece Jacket,2,Standard,Size 8,Jackets,39.99
Gap Kids,Kids Clothing,Red,2141,Hong Kong,2022-06-26,ORD-1122,Delivered,Credit/Debit Card,Red Graphic T-shirt,2,Standard,Size 8,Tops,14.99
Ralph Lauren Kids,Kids Clothing,Yellow,2121,Saudi Arabia,2022-06-26,ORD-1273,Processing,Credit/Debit Card,Yellow Polo Shirt,2,Standard,Size 7,Tops,149.99
Nike Kids,Kids Clothing,Purple,2034,Italy,2022-06-27,ORD-1415,Delivered,Credit/Debit Card,Purple Fleece Jacket,2,Standard,Size 8,Jackets,39.99
Burberry,Men's Clothing,Black,2120,Saudi Arabia,2022-06-27,ORD-1256,Processing,Credit/Debit Card,Men's Hooded Parka,2,Express,Size L,Jackets,599.99
Mango,Men's Clothing,Red/Black,2059,Mexico,2022-06-28,ORD-1223,Processing,Cash on Delivery,Checked Flannel Shirt,3,Express,Size S,Shirts,89.5
Adidas,Women's Shoes,Grey,2126,Italy,2022-06-29,ORD-1216,Shipped,Cash on Delivery,Grey Sneakers,1,Express,Size 8,Sneakers,99.99
H&M,Men's Clothing,Khaki,2128,South Africa,2022-06-30,ORD-1220,Shipped,Cash on Delivery,Slim-Fit Khaki Pants,3,Express,Size 32x32,Pants,98
Hermès,Accessories,Black,2396,Switzerland,2022-06-30,ORD-252,Shipped,Cash on Delivery,Oversized Sunglasses,4,Express,One Size,Sunglasses,965
Hermès,Accessories,Blue/White,2278,Switzerland,2022-07-01,ORD-817,Processing,Credit/Debit Card,Silk Scarf,7,Standard,One Size,Scarves,895
Madewell,Women's Clothing,Light Blue,2210,Norway,2022-07-01,ORD-695,Shipped,Cash on Delivery,Women's Denim Jacket,9,Express,Size S,Jackets,129.99
Cole Haan,Men's Shoes,Brown,2373,Greece,2022-07-01,ORD-342,Processing,Credit/Debit Card,Leather Oxford Shoes,3,Standard,Size 10.5,Dress Shoes,149.99
H&M Kids,Kids Clothing,Blue,2025,Greece,2022-07-01,ORD-144,Delivered,Credit/Debit Card,Blue Plaid Shirt,8,Standard,Size 12,Tops,29.99
Ralph Lauren Kids,Kids Clothing,Yellow and White,2052,Portugal,2022-07-01,ORD-879,Cancelled,PayPal,Yellow Floral Sundress,10,Standard,Size 12,Dresses,248.99
Allen Edmonds,Men's Accessories,Brown,2354,United Kingdom,2022-07-01,ORD-618,Delivered,Credit/Debit Card,Brown Leather Belt,2,Standard,Size 34,Belts,79.99
H&M Kids,Kids Clothing,Pink,2033,Netherlands,2022-07-02,ORD-149,Delivered,Credit/Debit Card,Pink Striped Dress,7,Standard,Size 4,Dresses,59.99
Ray-Ban,Unisex Accessories,Gold/Brown,2071,United Kingdom,2022-07-02,ORD-1056,Shipped,Credit/Debit Card,Classic Aviator Sunglasses,4,Standard,One Size,Eyewear,149.99
H&M,Women's Clothing,Cream,2052,Norway,2022-07-02,ORD-1241,Processing,Cash on Delivery,Women's Faux Fur Coat,3,Express,Size M,Outerwear,129.99
Zara,Men's Clothing,Green,2321,United States,2022-07-03,ORD-244,Shipped,Cash on Delivery,Green Utility Jacket,6,Express,Size XL,Jackets,129.99
ASOS,Men's Clothing,Black,2110,South Africa,2022-07-03,ORD-698,Shipped,Cash on Delivery,Men's Faux Leather Jacket,3,Express,Size M,Jackets,79.99
Levi's,Women's Clothing,Dark Blue,2008,Netherlands,2022-07-03,ORD-487,Delivered,Credit/Debit Card,High-Waisted Skinny Jeans,9,Standard,Size 28,Bottoms,79.99
H&M Kids,Kids Clothing,Gray,2118,Mexico,2022-07-04,ORD-287,Processing,Credit/Debit Card,Gray Sweatshirt,1,Express,Size 6,Tops,19.99
Adida Kids,Kids Clothing,Blue and White,2276,Germany,2022-07-04,ORD-1000,Delivered,Credit/Debit Card,Blue Striped T-Shirt,5,Standard,Size 2T,Tops,12.99
Zara Kids,Kids Clothing,Black,2353,China,2022-07-04,ORD-862,Processing,PayPal,Black Denim Shorts,9,Standard,Size 8,Bottoms,69.99
Mango,Women's Accessories,Brown,2229,Hong Kong,2022-07-04,ORD-658,Delivered,Credit/Debit Card,Brown Leather Gloves,2,Standard,Size M,Gloves,129.99
Mango,Women's Clothing,Black,2103,Japan,2022-07-04,ORD-1494,Shipped,Cash on Delivery,Black Leggings,1,Standard,Size S,Leggings,89.99
Coach,Accessories,Black,2018,United Kingdom,2022-07-05,ORD-1238,Processing,Cash on Delivery,Leather Wallet,1,Express,One Size,Wallets,250
Zara,Women's Clothing,Beige,2120,Tunisia,2022-07-05,ORD-764,Shipped,Cash on Delivery,Cropped Wide-Leg Pants,6,Express,Size L,Bottoms,49.99
Madewell,Women's Clothing,Blue,2302,Hong Kong,2022-07-05,ORD-893,Cancelled,PayPal,Blue Denim Jacket,1,Standard,Size M,Jackets,99.99
Mango,Men's Clothing,Red/Blue,2125,Tunisia,2022-07-05,ORD-1192,Shipped,Cash on Delivery,Checkered Button-Down Shirt,2,Express,Size L,Tops,49.99
Zara,Men's Clothing,Grey,2444,Norway,2022-07-06,ORD-1028,Delivered,Credit/Debit Card,Grey Herringbone Blazer,6,Standard,Size 40R,Blazers,599.99
Mango,Men's Clothing,Red/Blue,2396,Hong Kong,2022-07-06,ORD-492,Delivered,Credit/Debit Card,Checkered Button-Down Shirt,10,Standard,Size L,Tops,49.99
J.Crew,Women's Clothing,Grey,2292,Tunisia,2022-07-07,ORD-883,Cancelled,PayPal,Grey Knit Sweater,2,Standard,Size L,Sweaters,89.99
Adidas Kids,Kids Clothing,Grey,2162,United States,2022-07-07,ORD-169,Delivered,Credit/Debit Card,Grey Sweatpants,2,Standard,Size 5,Bottoms,24.99
J.Crew,Men's Clothing,Blue/White,2313,Japan,2022-07-07,ORD-1043,Delivered,Credit/Debit Card,Striped Button-Up Shirt,7,Standard,Size XL,Tops,59.99
Adidas Kids,Kids Clothing,Pink,2385,Tunisia,2022-07-07,ORD-590,Shipped,Credit/Debit Card,Pink Ruffle-Sleeve Top,7,Standard,Size 3T,Tops,18.99
